"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,Inicio,Fin,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"Coste por Application","All Leads","Coste por All Leads","event registration","Coste por event registration",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Coste por ThruPlay",Objetivo,"Inicio del informe","Fin del informe"
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA 5-10% - 1.2M","Ad1 - Copy 3","2024-11-19 - 2024-11-25",2022-06-20,"En curso","Con el presupuesto del conjunto de anuncios",,64,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1-2% - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_TransformYourCareer,"2024-11-19 - 2024-11-25",2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_Visuals - Copy","2024-11-19 - 2024-11-25",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads","BG - Copy 3","2024-11-19 - 2024-11-25",2023-02-21,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set","AISchool_Python - Copy 2","2024-11-19 - 2024-11-25",2024-04-30,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_DV,Video_AllPlacements_Static_Marta_July24,"2024-11-19 - 2024-11-25",2024-07-26,"En curso",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 2","2024-11-19 - 2024-11-25",2023-02-21,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_BCAS,01_Prospecting_Broad,01_Video_BCAS,"2024-11-19 - 2024-11-25",2025-02-18,"En curso","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_DV,Ad3,"New Sales Ad - Copy","2024-11-19 - 2024-11-25",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_ThisIsMyStory,04_Prospecting_InterestsUX_Berlin,03_Image_BecomeAUXDesigner,"2024-11-19 - 2024-11-25",2025-04-03,"En curso","Con el presupuesto del conjunto de anuncios",,30,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_Python,"2024-11-19 - 2024-11-25",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - Web Application",UX_Generic,"2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Data,"2024-11-19 - 2024-11-25",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_Azure,Video_AllPlacements_Static_Juliette,"2024-11-19 - 2024-11-25",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Data - Copy 2","2024-11-19 - 2024-11-25",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_Broad_EN,09IMA_UnemployedInGermany,"2024-11-19 - 2024-11-25",2025-03-21,"En curso","Con el presupuesto del conjunto de anuncios",,107,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"RTG - All Leads","BG - Copy 3","2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudStorage,Image_AllPlacements_Static_15off,"2024-11-19 - 2024-11-25",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_DV,Ad4,"New Sales Ad - Copy","2024-11-19 - 2024-11-25",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_BCAS,05_Prospecting_Interests_Tech,04_Video_Interview,"2024-11-19 - 2024-11-25",2025-04-09,"En curso","Con el presupuesto del conjunto de anuncios",,126,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application","BG - Copy 3","2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,RTG,BG_AllCourses_EN_RTG_AllPlacements_Video_3,"2024-11-19 - 2024-11-25",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_LLA_BST_1to2_QApps_2_LastCall,Video_AllPlacements_Static,"2024-11-19 - 2024-11-25",2024-08-29,"En curso",101,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ML,"New Sales Ad","2024-11-19 - 2024-11-25",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Awareness_Omnipresent,14_Broad_MyStoryGabriela,14_Video_MyStoryGabriela,"2024-11-19 - 2024-11-25",2025-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_AWARENESS,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_TransformYourCareer,"2024-11-19 - 2024-11-25",2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,11,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA (Qapps) 2-5%","Ad1 - Copy","2024-11-19 - 2024-11-25",2022-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,42,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-11-19,2024-11-25
"RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest - Copy","All Interests - LLA - Image",BG_AllCourses_EN_LookalikeAudience_AllPlacements_StaticBanner_LaunchYourTechCareer,"2024-11-19 - 2024-11-25",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_Interests,Video_AllPlacements_Static,"2024-11-19 - 2024-11-25",2024-10-28,"En curso",31,Diario,"Con el presupuesto de la campaña",,2.94,"All Leads",,,,,,,,,480,489,,,,6.01226994,0.735,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN_DA,"DA + LAA(Engagers) - Web Application",UGC_AllCourses_EN_Prospecting_AllPlacements_ChatGPTLongVersion,"2024-11-19 - 2024-11-25",2023-07-13,2023-07-26,100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application",DA_Generic,"2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_Apps_QApps1to2_240827,Video_AllPlacements_Static_Marta,"2024-11-19 - 2024-11-25",2024-08-27,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Ellie,"2024-11-19 - 2024-11-25",2024-06-05,2024-07-31,3500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application","BG - Copy 2","2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_LLA_BST_2,Video_AllPlacements_Static_v1h1_2409,"2024-11-19 - 2024-11-25",2024-09-16,2024-10-15,1387,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_Tech,08_Retargeting_Visitors_30d,04_Image_BCAS,"2024-11-19 - 2024-11-25",2025-01-02,"En curso","Con el presupuesto del conjunto de anuncios",,60,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_Broad_2409,Video_AllPlacements_Static_BG_Rica1_StepByStep,"2024-11-19 - 2024-11-25",2024-09-10,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,AI,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2024-11-19 - 2024-11-25",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
"RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest - Copy","All Interests - LLA - Image",BG_AllCourses_EN_LookalikeAudience_AllPlacements_StaticBanner_TransformYourCareer,"2024-11-19 - 2024-11-25",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - All Leads",UX_Generic,"2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_BG,01_Prospecting_Broad,01_Video_LuaCurreUnemployeed,"2024-11-19 - 2024-11-25",2025-06-12,"En curso",195,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads",WD_Generic,"2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
"RMTEU_Germany_Global_Meta_Conversion_EN_Data - Copy",RTG,AverageSalary_DA_EN_RTG_AllPlacements_Carousel,"2024-11-19 - 2024-11-25",2023-07-11,"En curso",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_BCAS,03_Retargeting_Visitors_30d,02_Image_RTG,"2024-11-19 - 2024-11-25",2025-02-18,"En curso","Con el presupuesto del conjunto de anuncios",,244,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA (Qapps) 2-5%","Ad1 - Copy 2","2024-11-19 - 2024-11-25",2022-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,42,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_AWS,Image_AllPlacements_Static_15off,"2024-11-19 - 2024-11-25",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_Broad_2409,Video_AllPlacements_Static_BG_Lua,"2024-11-19 - 2024-11-25",2024-09-10,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,Productivity,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-11-19 - 2024-11-25",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 3","2024-11-19 - 2024-11-25",2023-04-09,"En curso",430,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AI,Ad2,"New Sales Ad - Copy 2","2024-11-19 - 2024-11-25",2024-05-03,2024-05-30,1400,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_AIProducts - Copy 2","2024-11-19 - 2024-11-25",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads",UX_Generic,"2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set",AISchool_Data,"2024-11-19 - 2024-11-25",2024-04-30,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_240827,Video_AllPlacements_Static_Marta,"2024-11-19 - 2024-11-25",2024-08-27,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
"RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest - Copy","All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_TransformYourCareer,"2024-11-19 - 2024-11-25",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_AWS,Video_AllPlacements_Static_Marta_July24,"2024-11-19 - 2024-11-25",2024-07-26,"En curso",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,AI,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-11-19 - 2024-11-25",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_Visuals,"2024-11-19 - 2024-11-25",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_FBAudience_Interests_RicaSkript_3,Video_AllPlacements_Static,"2024-11-19 - 2024-11-25",2024-10-23,"En curso","Con el presupuesto del conjunto de anuncios",,40,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,04_Prospecting_Interests_LastCallQ4,Video_Q4Marie,"2024-11-19 - 2024-11-25",2024-12-03,2024-12-20,"Con el presupuesto del conjunto de anuncios",,165,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Visuals - Copy","2024-11-19 - 2024-11-25",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,IT,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-11-19 - 2024-11-25",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - LLA","BG - Copy 3","2024-11-19 - 2024-11-25",2023-02-21,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA 1-5% - 1.1M","Ad1 - Copy 2","2024-11-19 - 2024-11-25",2022-05-01,"En curso","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_UISkills,"2024-11-19 - 2024-11-25",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
"RMTEU_Germany_Global_Meta_Conversion_EN_Data - Copy","LAA - Data",AverageSalary_DA_EN_Lookalike_AllPlacements_Carousel,"2024-11-19 - 2024-11-25",2023-07-11,"En curso",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,01_Prospecting_Interests_Dorian,01_Video_DEC_1_1,"2024-11-19 - 2024-11-25",2025-03-05,"En curso","Con el presupuesto del conjunto de anuncios",,123,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_UISkills - Copy","2024-11-19 - 2024-11-25",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2024-11-19 - 2024-11-25",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Retargeting_Visitors_30d_LastCall,Video_AllPlacements_Static,"2024-11-19 - 2024-11-25",2024-08-29,"En curso",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Awareness_Omnipresent,10_Broad_InterExperience,10_Image_InterExperience,"2024-11-19 - 2024-11-25",2025-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_AWARENESS,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,04_Prospecting_Interests_Dorian,04_Video_BG_DEC_1_2,"2024-11-19 - 2024-11-25",2025-01-02,"En curso","Con el presupuesto del conjunto de anuncios",,121,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Retargeting_LLA_QApps_2,Video_AllPlacements_Static_Marie_2408,"2024-11-19 - 2024-11-25",2024-08-28,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Python,"2024-11-19 - 2024-11-25",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Video_AllPlacements_Static_Charlie_Short,"2024-11-19 - 2024-11-25",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_LLA_QApps_RicaSkript_4v2,Video_AllPlacements_Static,"2024-11-19 - 2024-11-25",2024-10-23,"En curso","Con el presupuesto del conjunto de anuncios",,108,Diario,1098.51,"All Leads",10,109.851,7,156.93,10,109.851,,,33201,54097,234,0.43255633,4.69448718,20.30630164,0.87391408,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_DV,Ad1,"New Sales Ad","2024-11-19 - 2024-11-25",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_MK_LastCall,01_Prospecting_Broad,01_Video_Ellen,"2024-11-19 - 2024-11-25",2025-04-16,"En curso",60,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Marie_2408,"2024-11-19 - 2024-11-25",2024-08-28,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Small Business Owners",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-11-19 - 2024-11-25",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - Web Application",WD_Generic,"2024-11-19 - 2024-11-25",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_DV,Ad2,"New Sales Ad - Copy 2","2024-11-19 - 2024-11-25",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 3","2024-11-19 - 2024-11-25",2023-04-05,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-11-19 - 2024-11-25",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-11-19,2024-11-25
